article_norm,article_family,person_sources,person_lines_n,person_years,clients_sample,products_sample,cost_rub_sum_indicative,cost_lines_n,hours_sum,in_collection_sales,collection_sale_eur,collection_link_coverage,collection_priority,in_sku_master,in_stock_cost,bridge_value,so_t,do_not_auto_accept
0-3336,GOODS_STYLE,zhukova,1,2026,,ПЛАТЬЕ,2077.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-2173А,GOODS_STYLE,zhukova,1,2026,,БЛУЗА,1620.0,1,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3325,GOODS_STYLE,zhukova,1,2026,,ПЛАТЬЕ,6476.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3315А,GOODS_STYLE,zhukova,1,2026,,ПАЛЬТО,7767.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3316А,GOODS_STYLE,zhukova,1,2026,,ПАЛЬТО,12355.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3366,GOODS_STYLE,zhukova,1,2026,,ТОП,767.0,1,,Y,216.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3379,GOODS_STYLE,zhukova,1,2026,,БЛУЗА,2331.0,1,,Y,1503.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3403,GOODS_STYLE,zhukova,1,2026,,ПЛАТЬЕ,2895.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3322,GOODS_STYLE,zhukova,1,2026,,ПЛАТЬЕ,3340.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3402,GOODS_STYLE,zhukova,1,2026,,ПЛАТЬЕ,14046.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3420,GOODS_STYLE,zhukova,1,2026,,БРЮКИ,5179.0,1,,Y,679.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3396А,GOODS_STYLE,zhukova,1,2026,,платье,2490.0,1,,Y,1176.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3385А,GOODS_STYLE,zhukova,1,2026,,БЛУЗА,2175.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3424,GOODS_STYLE,zhukova,1,2026,,РУБАШКА,6025.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3425,GOODS_STYLE,zhukova,1,2026,,ШОРТЫ,3357.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3409,GOODS_STYLE,zhukova,1,2026,,ПЕРЕДЕЛКА,8400.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-2850,GOODS_STYLE,zhukova,1,2026,,ПАЛЬТО-ХАЛАТ,10110.0,1,,Y,1477.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3432,GOODS_STYLE,zhukova,1,2026,,СВИТШОТ,1394.0,1,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
Т-2541,GOODS_STYLE,zhukova,1,2026,,БРЮКИ,8230.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3031,GOODS_STYLE,zhukova,1,2025,,БРЮКИ,1206.0,1,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3076А,GOODS_STYLE,zhukova,1,2025,,СВИТШОТ,2281.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3075А,GOODS_STYLE,zhukova,1,2025,,ФУТБОЛКА,1680.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3106,GOODS_STYLE,zhukova,1,2025,,ПАЛЬТО,10339.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2754,GOODS_STYLE,zhukova,1,2025,,ПЛАТЬЕ,9289.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3090А,GOODS_STYLE,zhukova,1,2025,,НАКИДКА,23739.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-1934,GOODS_STYLE,zhukova,1,2025,,ШОПЕР,4747.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-2364А,GOODS_STYLE,zhukova,1,2025,,БЛУЗА,1448.0,1,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-2007A,GOODS_STYLE,zhukova,1,2025,,БРЮКИ,951.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3105,GOODS_STYLE,zhukova,1,2025,,ПЛАТЬЕ,10080.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3105А,GOODS_STYLE,zhukova,1,2025,,ПЛАТЬЕ,9762.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-1984П,GOODS_STYLE,zhukova,1,2025,,ФУТБОЛКА,2477.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-2460А,GOODS_STYLE,zhukova,1,2025,,БОМБЕР,4189.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3107,GOODS_STYLE,zhukova,1,2025,,ПАЛЬТО,31817.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3107А,GOODS_STYLE,zhukova,1,2025,,ПАЛЬТО,13347.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-2892,GOODS_STYLE,zhukova,1,2025,,БЛУЗА,1200.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3043В,GOODS_STYLE,zhukova,1,2025,,БЛУЗА,2633.0,1,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3068А,GOODS_STYLE,zhukova,1,2025,,БРЮКИ,1421.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-1416В,GOODS_STYLE,zhukova,1,2025,,ДЖОГГЕРЫ,1544.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-1418А,GOODS_STYLE,zhukova,1,2025,,СВИТШОТ,2937.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-1968,GOODS_STYLE,zhukova,1,2025,,ПАЛЬТО,3000.0,1,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3068В,GOODS_STYLE,zhukova,1,2025,,БРЮКИ,1421.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3067В,GOODS_STYLE,zhukova,1,2025,,БЛУЗОН,2179.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3031В,GOODS_STYLE,zhukova,1,2025,,БРЮКИ,1206.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3073А,GOODS_STYLE,zhukova,1,2025,,БЛУЗА,1836.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3118А,GOODS_STYLE,zhukova,1,2025,,КАФТАН,11690.0,1,,Y,1336.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3119А,GOODS_STYLE,zhukova,1,2025,,КАФТАН,7624.0,1,,Y,1249.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3067А,GOODS_STYLE,zhukova,1,2025,,БЛУЗОН,2179.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3122A,GOODS_STYLE,zhukova,1,2025,,РУБАШКА,8714.0,1,,N,,,,Y,N,GOODS_COST_ONLY,N,YES
0-3030В,GOODS_STYLE,zhukova,1,2025,,БЛУЗА,2070.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3127А,GOODS_STYLE,zhukova,1,2025,,ПЛАТЬЕ,6732.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3115А,GOODS_STYLE,zhukova,1,2025,,ПЛАТЬЕ,3846.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3065,GOODS_STYLE,zhukova,1,2025,,БЛУЗА,1898.0,1,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3066,GOODS_STYLE,zhukova,1,2025,,БРЮКИ,1266.0,1,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3136А,GOODS_STYLE,zhukova,1,2025,,БРЮКИ,6775.0,1,,Y,1020.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3135А,GOODS_STYLE,zhukova,1,2025,,БЛУЗОН,11675.0,1,,Y,1419.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3125В,GOODS_STYLE,zhukova,1,2025,,ПЛАТЬЕ,9954.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3051,GOODS_STYLE,zhukova,1,2025,,БРЮКИ,1760.0,1,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3145А,GOODS_STYLE,zhukova,1,2025,,ПЛАТЬЕ,7250.0,1,,N,,,,Y,N,GOODS_COST_ONLY,N,YES
0-3127,GOODS_STYLE,zhukova,1,2025,,ПЛАТЬЕ,1200.0,1,,N,,,,Y,N,GOODS_COST_ONLY,N,YES
0-3139,GOODS_STYLE,zhukova,1,2025,,ПЛАТЬЕ,9128.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3142,GOODS_STYLE,zhukova,1,2025,,ПЛАТЬЕ,12642.0,1,,Y,1680.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-43,GOODS_STYLE,zhukova,1,2025,,ПОЛОЧКА,15000.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3152А,GOODS_STYLE,zhukova,1,2025,,КАФТАН,4294.0,1,,Y,2052.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3159А,GOODS_STYLE,zhukova,1,2025,,ЮБКА,6066.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3143А,GOODS_STYLE,zhukova,1,2025,,ФРЕНЧ,4951.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-1187,GOODS_STYLE,zhukova,1,2025,,ПИЖАМА,5647.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3166,GOODS_STYLE,zhukova,1,2025,,РУБАШКА,3444.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3179А,GOODS_STYLE,zhukova,1,2025,,ФУТБОЛКА,900.0,1,,Y,1642.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-2028,GOODS_STYLE,zhukova,1,2025,,КИМОНО,9289.0,1,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3154С,GOODS_STYLE,zhukova,1,2025,,БЛУЗА,2468.0,1,,Y,720.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3156С,GOODS_STYLE,zhukova,1,2025,,БРЮКИ,2935.0,1,,Y,500.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
41-16,COLLECTION_STYLE,zhukova,1,2025,,ПЛАТЬЕ,2625.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-1486С,GOODS_STYLE,zhukova,1,2025,,ЮБКА,8165.0,1,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3223Д,GOODS_STYLE,zhukova,1,2025,,СВИТЕР,10800.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3182A,GOODS_STYLE,zhukova,1,2025,,СВИТШОТ,4422.0,1,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3183А,GOODS_STYLE,zhukova,1,2025,,ЮБКА,8452.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3221Е,GOODS_STYLE,zhukova,1,2025,,СВИТЕР,13260.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3222Е,GOODS_STYLE,zhukova,1,2025,,СВИТЕР,16327.0,1,,Y,2080.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-2319,GOODS_STYLE,zhukova,1,2025,,КУРТКА,4180.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3222,GOODS_STYLE,zhukova,1,2025,,СВИТЕР,12750.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3222F,GOODS_STYLE,zhukova,1,2025,,СВИТЕР,16327.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3190,GOODS_STYLE,zhukova,1,2025,,ПАЛЬТО,3200.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3201,GOODS_STYLE,zhukova,1,2025,,ДУБЛЕНКА,9550.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3227,GOODS_STYLE,zhukova,1,2025,,ЮБКА,8200.0,1,,Y,1392.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3207,GOODS_STYLE,zhukova,1,2025,,ЮБКА,10802.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3278А,GOODS_STYLE,zhukova,1,2025,,БЛУЗОН,23350.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3228,GOODS_STYLE,zhukova,1,2025,,ЮБКА,727.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-2050М,GOODS_STYLE,zhukova,1,2025,,ШОРТЫ,2050.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-2050F,GOODS_STYLE,zhukova,1,2025,,ШОРТЫ,975.0,1,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-2931А,GOODS_STYLE,zhukova,1,2025,,ПЛАТЬЕ,7150.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-2029,GOODS_STYLE,zhukova,1,2025,,ШОРТЫ,1050.0,1,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3198В,GOODS_STYLE,zhukova,1,2025,,ПАЛЬТО,33411.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3231А,GOODS_STYLE,zhukova,1,2025,,куртка,10887.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3224А,GOODS_STYLE,zhukova,1,2025,,ЖАКЕТ,7828.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3257А,GOODS_STYLE,zhukova,1,2025,,ЮБКА,6524.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3224С,GOODS_STYLE,zhukova,1,2025,,ЖАКЕТ,12326.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-1960,GOODS_STYLE,zhukova,1,2025,,БЛУЗА,2387.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
43-12,COLLECTION_STYLE,zhukova,1,2025,,ЛЕКАЛА,3300.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
39-09,COLLECTION_STYLE,zhukova,1,2025,,ПЛАТЬЕ,2100.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
39-17,COLLECTION_STYLE,zhukova,1,2025,,ПЛАТЬЕ,2100.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
39-22,COLLECTION_STYLE,zhukova,1,2025,,ПЛАТЬЕ,2800.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
39-27,COLLECTION_STYLE,zhukova,1,2025,,КЕЙП,2200.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
39-07,COLLECTION_STYLE,zhukova,1,2025,,ПЛАТЬЕ,2200.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
39-02,COLLECTION_STYLE,zhukova,1,2025,,ПЛАТЬЕ,3050.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-1559,GOODS_STYLE,zhukova,1,2025,,КЕЙП,7730.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-2855,GOODS_STYLE,zhukova,1,2025,,КАФТАН,10513.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
40-21,COLLECTION_STYLE,zhukova,1,2025,,ПЛАТЬЕ,1900.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
40-22,COLLECTION_STYLE,zhukova,1,2025,,ПЛАТЬЕ,1800.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-7,GOODS_STYLE,zhukova,1,2025,,ПЛАТЬЕ,1900.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
40-12,COLLECTION_STYLE,zhukova,1,2025,,ПЛАТЬЕ,2300.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
40-13,COLLECTION_STYLE,zhukova,1,2025,,ПЛАТЬЕ,2300.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
40-08,COLLECTION_STYLE,zhukova,1,2025,,"ПЛАТЬЕ,КЕЙП",2800.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
40-05,COLLECTION_STYLE,zhukova,1,2025,,КОСТЮМ,2700.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
40-06,COLLECTION_STYLE,zhukova,1,2025,,КОСТЮМ,2800.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-2894,GOODS_STYLE,zhukova,1,2025,,ПЛАТЬЕ,5299.0,1,,Y,2100.0,NONE,MED,N,N,CLOSES_COLLECTION_GAP,N,YES
0-2075В,GOODS_STYLE,zhukova,1,2025,,КЕЙП,3000.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3293,GOODS_STYLE,zhukova,1,2025,,ПЛАТЬЕ,,0,,N,,,,N,N,ORPHAN_COST,N,YES
0-3253,GOODS_STYLE,zhukova,1,2025,,ПАЛАНТИН,5727.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3314А,GOODS_STYLE,zhukova,1,2025,,ПАЛЬТО,30817.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3045,GOODS_STYLE,zhukova,1,2025,,КОЛЬЕ,783.0,1,,Y,13940.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3306,GOODS_STYLE,zhukova,1,2025,,БРАСЛЕТЫ,683.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3313,GOODS_STYLE,zhukova,1,2025,,ПАЛЬТО,13462.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3314,GOODS_STYLE,zhukova,1,2025,,ПАЛЬТО,83872.0,1,,Y,31741.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-2472,GOODS_STYLE,zhukova,1,2024,,БРЮКИ,2316.0,1,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-2317,GOODS_STYLE,zhukova,1,2024,,ПАЛЬТО,8615.0,1,,N,,,,Y,N,GOODS_COST_ONLY,N,YES
0-3054,GOODS_STYLE,zhukova,1,2024,,ПЛАТЬЕ,,0,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3041А,GOODS_STYLE,zhukova,1,2024,,ПЛАТЬЕ,6099.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3101,GOODS_STYLE,zhukova,1,2024,,ПАЛЬТО,,0,,N,,,,N,N,ORPHAN_COST,N,YES
0-1672,GOODS_STYLE,zhukova,1,2024,,РУБАШКА,1636.0,1,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3091С,GOODS_STYLE,zhukova,1,2024,,БЛУЗА,4587.0,1,,Y,0.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3091Д,GOODS_STYLE,zhukova,1,2024,,ТОП,7006.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3096В,GOODS_STYLE,zhukova,1,2024,,ТОП,4801.0,1,,Y,0.0,NONE,LOW,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3091В,GOODS_STYLE,zhukova,1,2024,,ТОП,4587.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3084А,GOODS_STYLE,zhukova,1,2024,,КЕЙП С БОА,21397.0,1,,Y,8280.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-3019,GOODS_STYLE,zhukova,1,2024,,ПАЛЬТО,,0,,Y,5760.0,NONE,HIGH,N,N,CLOSES_COLLECTION_GAP,N,YES
0-1960,GOODS_STYLE,zhukova,1,2024,,БЛУЗА,2306.0,1,,N,,,,Y,Y,GOODS_COST_ONLY,N,YES
0-3092С,GOODS_STYLE,zhukova,1,2024,,ПАЛАНТИН,20817.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-3096Д,GOODS_STYLE,zhukova,1,2024,,ТОП,,0,,N,,,,N,N,ORPHAN_COST,N,YES
0-3059В,GOODS_STYLE,zhukova,1,2024,,БРЮКИ,1259.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-1984Р,GOODS_STYLE,merkushina,1,Площадки,,Футболка,13325.96,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-1444А,GOODS_STYLE,merkushina,1,Площадки,,Худи с капюшоном Дерево,24490.59,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2792А,GOODS_STYLE,merkushina,1,Площадки,,Платье из шифона,95866.97,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2788,GOODS_STYLE,merkushina,1,Площадки,,Платье из шифона,93005.53,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2865,GOODS_STYLE,merkushina,1,Площадки,,Платье из батиста,34987.65,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2894,GOODS_STYLE,merkushina,1,Площадки,,Платье + рукава буфы,26197.43,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2888,GOODS_STYLE,merkushina,1,Площадки,,Платье из батиста,21837.59,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2973В,GOODS_STYLE,merkushina,1,Площадки,,Рубашка с вышивка на кармане,17641.53,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2974A,GOODS_STYLE,merkushina,1,Площадки,,Рубашка цветы,30715.77,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2871,GOODS_STYLE,merkushina,1,Площадки,,Блузка с завязками,10030.77,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2872,GOODS_STYLE,merkushina,1,Площадки,,Блузон с лампасом по низу Y хаотичный,87619.77,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2928,GOODS_STYLE,merkushina,1,Площадки,,Блузон капли,49862.97,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2873С,GOODS_STYLE,merkushina,1,Площадки,,Брюки без лампас капли,44660.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2892,GOODS_STYLE,merkushina,1,Площадки,,Жакет с карманами принт ГОРОХ,40730.74,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2893,GOODS_STYLE,merkushina,1,Площадки,,Брюки с кантом принт ГОРОХ,32334.12,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2806,GOODS_STYLE,merkushina,1,Площадки,,Брюки широкие принт ГОРОХ,20515.77,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2909,GOODS_STYLE,merkushina,1,Площадки,,Брюки шелковые,10855.77,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2911,GOODS_STYLE,merkushina,1,Площадки,,Пальто-халат сетка со стразами,17700.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2921,GOODS_STYLE,merkushina,1,Площадки,,Шорты шелк,16355.77,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2975,GOODS_STYLE,merkushina,1,Площадки,,Шорты принт ЦВЕТЫ,6155.77,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2885,GOODS_STYLE,merkushina,1,Площадки,,Халат накидка принт ЦВЕТЫ,27850.77,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2924,GOODS_STYLE,merkushina,1,Площадки,,Пальто-халат шифон,39355.77,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2923,GOODS_STYLE,merkushina,1,Площадки,,Топ-майка сетка со стразами,19175.77,1,,N,,,,N,N,ORPHAN_COST,N,YES
0-1672C,GOODS_STYLE,merkushina,1,Площадки,,"Рубашка в белом цвете, новая надпись",1904.17,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3014А,GOODS_STYLE,merkushina,1,Площадки,,Свитер серый вышивка ФАНТАЗИЙНАЯ,49950.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3014С,GOODS_STYLE,merkushina,1,Площадки,,"Свитер розовый вышивка ГОРТЕНЗИИ 
100% к",16650.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2604А,GOODS_STYLE,merkushina,1,Площадки,,Юбка Леопард из джерси,5744.69,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3013,GOODS_STYLE,merkushina,1,Площадки,,Жакет Леопард из джерси,19157.52,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2987,GOODS_STYLE,merkushina,1,Площадки,,Жакет черный кожаный со съемным бантом,32073.95,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3090,GOODS_STYLE,merkushina,1,Площадки,,"Накидка из черной тафтына подкладке, с в",96325.77,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3187А,GOODS_STYLE,merkushina,1,Площадки,,Платье миди темно-синий стрейч бархат В ,32653.61,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3086,GOODS_STYLE,merkushina,1,Площадки,,"Накидка на синтепоне, из
черного шелково",23311.9,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3186,GOODS_STYLE,merkushina,1,Площадки,,Юбка длинная из черного стрейч бархата,8502.61,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3088,GOODS_STYLE,merkushina,1,Площадки,,Кейп из черного шелкового бархата,65340.0,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3049,GOODS_STYLE,merkushina,1,Площадки,,"Бомбер с вышивкой, из
черного стрейч бар",7573.02,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3092В,GOODS_STYLE,merkushina,1,Площадки,,"Накидка с вышивкой и бахромой, из голубо",16007.19,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3133C,GOODS_STYLE,merkushina,1,Площадки,,"платье мини, с рукавом, батист с авторск",10593.81,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3134C,GOODS_STYLE,merkushina,1,Площадки,,"шорты, батист с авторским принтом ""горох",5501.47,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3118A,GOODS_STYLE,merkushina,1,Площадки,,"кафтан длинный, с воротником, темно-сини",40513.72,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3069А,GOODS_STYLE,merkushina,1,Площадки,,"топ на тонких бретельках, шелк",30380.56,1,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3194В,GOODS_STYLE,merkushina,1,Площадки,,Палантин с вышивкой решелье,,0,,N,,,,N,N,ORPHAN_COST,N,YES
Т-2671А,GOODS_STYLE,merkushina,1,Площадки,,Блузка из шифона с кружевом,,0,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3292,GOODS_STYLE,merkushina,1,Площадки,,Платье,,0,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3292А,GOODS_STYLE,merkushina,1,Площадки,,Платье,,0,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3274,GOODS_STYLE,merkushina,1,Площадки,,Жакет с вышивкой,,0,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3271А,GOODS_STYLE,merkushina,1,Площадки,,Жакет с вышивкой решелье,,0,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3196,GOODS_STYLE,merkushina,1,Площадки,,Куртка с настроченными вышитыми цветами,,0,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3229,GOODS_STYLE,merkushina,1,Площадки,,Жакет из бархата с вышивкой,,0,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3276А,GOODS_STYLE,merkushina,1,Площадки,,Блузка розовая с вышивкой как у синего,,0,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3232,GOODS_STYLE,merkushina,1,Площадки,,Блузка черная с вышивкой как у синего,,0,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3200,GOODS_STYLE,merkushina,1,Площадки,,Пальто с норкой и вышивкой,,0,,N,,,,N,N,ORPHAN_COST,N,YES
Т-3205,GOODS_STYLE,merkushina,1,Площадки,,Куртка с мехом и вышивкой,,0,,N,,,,N,N,ORPHAN_COST,N,YES
