warehouse,name,article_hint,docs_n,docs_in_n,docs_out_n,first_move_date,last_move_date,last_in_date,last_out_date,days_since_last_move,aging_band,last_doc,inv_match,inv_qty,inv_amount_rub,inv_abc_band,inv_as_of,risk_flag,move_end_leaf_ambiguous,as_of_analysis,do_not_auto_accept,so_t
Основной склад,"Х/Б голубой, принт желтая вишня 4А-119",,2,1,1,2026-03-17,2026-03-17,2026-03-17,2026-03-17,134,91_180_WARM,Перемещение запасов 86 от 17.03.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,16425.5,2026-07-29,YES,N
Основной склад,"Х/Б горошек крупный, розовый фон, 4А-093",,7,3,4,2025-03-10,2026-02-24,2026-02-24,2025-12-09,155,91_180_WARM,Перемещение запасов 57 от 24.02.2026,WH_NAME,5.1,6171.0,C,2026-05-31,OK_ACTIVE,13490.19,2026-07-29,YES,N
Основной склад,"Х/Б горошек, белый фон, 4А-088",,9,3,6,2025-03-10,2026-05-28,2026-05-28,2025-12-09,62,0_90_HOT,Перемещение запасов 230 от 28.05.2026,WH_NAME,4.0,4840.0,C,2026-05-31,OK_ACTIVE,8861.62,2026-07-29,YES,N
Основной склад,"Х/Б горошек, голубой фон, 4А-090",,8,3,5,2025-03-10,2026-05-28,2026-05-28,2025-12-09,62,0_90_HOT,Перемещение запасов 230 от 28.05.2026,WH_NAME,8.6,10406.0,B,2026-05-31,OK_ACTIVE,15437.08,2026-07-29,YES,N
Основной склад,"Х/Б горошек, розовый фон, 4А-089",,5,1,4,2025-03-10,2025-05-26,2025-03-10,2025-05-26,429,365PLUS_STALE,Перемещение запасов 133 от 26.05.2025,WH_NAME,5.3,6413.0,C,2026-05-31,DEAD_STOCK,6413.0,2026-07-29,YES,N
Основной склад,"Х/Б горошек, черный фон, 4А-087",,9,4,5,2025-03-10,2026-02-28,2026-02-28,2025-12-09,151,91_180_WARM,Закрытие месяца 6 от 28.02.2026,WH_NAME,6.6,7986.0,B,2026-05-31,OK_ACTIVE,14478.57,2026-07-29,YES,N
Основной склад,Х/Б желтые цветы 4П-021,,1,1,0,2024-12-16,2024-12-16,2024-12-16,,590,365PLUS_STALE,Оприходование запасов 23 от 16.12.2024,WH_NAME,5.2,4680.0,C,2026-05-31,DEAD_STOCK,4680.0,2026-07-29,YES,N
Основной склад,"Х/Б желтый со складками, 4-008",4-008,1,1,0,2024-12-16,2024-12-16,2024-12-16,,590,365PLUS_STALE,Оприходование запасов 23 от 16.12.2024,WH_ART,10.0,7000.0,B,2026-05-31,DEAD_STOCK,7000.0,2026-07-29,YES,N
Основной склад,"Х/Б зеленый, 4-035",4-035,4,1,3,2024-12-16,2026-06-04,2024-12-16,2026-06-04,55,0_90_HOT,Перемещение запасов 248 от 04.06.2026,WH_ART,6.6,1980.0,C,2026-05-31,OK_ACTIVE,,2026-07-29,YES,N
Основной склад,"Х/Б зеленый, 4-040",4-040,8,4,4,2024-12-16,2026-06-23,2026-06-02,2026-06-23,36,0_90_HOT,Перемещение запасов 282 от 23.06.2026,WH_ART,13.2,5280.0,C,2026-05-31,OK_ACTIVE,391.51,2026-07-29,YES,N
Основной склад,Х/Б изумруд штапель с цветами 4П-006,,1,1,0,2024-12-16,2024-12-16,2024-12-16,,590,365PLUS_STALE,Оприходование запасов 23 от 16.12.2024,WH_NAME,25.9,15540.0,B,2026-05-31,DEAD_STOCK,15540.0,2026-07-29,YES,N
Основной склад,"Х/Б кайма Yanina,черная, 4А-106",,1,1,0,2025-01-10,2025-01-10,2025-01-10,,565,365PLUS_STALE,Оприходование запасов 3 от 10.01.2025,WH_NAME,5.5,8250.0,B,2026-05-31,DEAD_STOCK,8250.0,2026-07-29,YES,N
Основной склад,"Х/Б кайма, полоска к овощам 4А-114",,2,1,1,2025-12-09,2025-12-09,2025-12-09,2025-12-09,232,181_365_COOL,Перемещение запасов 431 от 09.12.2025,NO_INV,0,0,,,REVIEW,,2026-07-29,YES,N
Основной склад,"Х/Б кайма, сине-белая полоска, 4А-113",,1,1,0,2025-01-10,2025-01-10,2025-01-10,,565,365PLUS_STALE,Оприходование запасов 3 от 10.01.2025,WH_NAME,8.0,11600.0,B,2026-05-31,DEAD_STOCK,11600.0,2026-07-29,YES,N
Основной склад,"Х/Б кайма, черно-белая полоска, 4А-108",,1,1,0,2025-01-10,2025-01-10,2025-01-10,,565,365PLUS_STALE,Оприходование запасов 3 от 10.01.2025,WH_NAME,5.5,8250.0,B,2026-05-31,DEAD_STOCK,8250.0,2026-07-29,YES,N
Основной склад,"Х/Б кайма,Yanina белая, 4А-107",,1,1,0,2025-01-10,2025-01-10,2025-01-10,,565,365PLUS_STALE,Оприходование запасов 3 от 10.01.2025,WH_NAME,3.35,5025.0,C,2026-05-31,DEAD_STOCK,5025.0,2026-07-29,YES,N
Основной склад,"Х/Б кайма,бело-голубая, 4А-103",,6,1,5,2025-03-10,2025-06-03,2025-03-10,2025-06-03,421,365PLUS_STALE,Перемещение запасов 149 от 03.06.2025,WH_NAME,26.0,1747.72,C,2026-05-31,DEAD_STOCK,1478.84,2026-07-29,YES,N
Основной склад,"Х/Б кайма,бело-зеленая, 4А-102",,7,1,6,2025-03-10,2025-06-03,2025-03-10,2025-06-03,421,365PLUS_STALE,Перемещение запасов 149 от 03.06.2025,WH_NAME,22.5,1512.45,C,2026-05-31,DEAD_STOCK,1243.57,2026-07-29,YES,N
Основной склад,"Х/Б кайма,бело-розовая, 4А-104",,7,1,6,2025-03-10,2025-06-03,2025-03-10,2025-06-03,421,365PLUS_STALE,Перемещение запасов 149 от 03.06.2025,WH_NAME,18.25,1226.76,C,2026-05-31,DEAD_STOCK,1226.76,2026-07-29,YES,N
Основной склад,"Х/Б кайма,зелено-черная, 4А-101",,6,1,5,2025-03-10,2025-06-03,2025-03-10,2025-06-03,421,365PLUS_STALE,Перемещение запасов 149 от 03.06.2025,WH_NAME,32.5,2184.65,C,2026-05-31,DEAD_STOCK,1915.77,2026-07-29,YES,N
Основной склад,Х/Б кораблики 4П-014,,3,2,1,2024-12-16,2026-06-05,2026-06-05,2026-02-09,54,0_90_HOT,Перемещение запасов 251 от 05.06.2026,WH_NAME,16.3,6520.0,C,2026-05-31,OK_ACTIVE,3960.0,2026-07-29,YES,N
Основной склад,"Х/Б красный плотный, 4-034",4-034,3,2,1,2024-12-16,2025-11-24,2025-11-24,2025-11-14,247,181_365_COOL,Перемещение запасов 406 от 24.11.2025,WH_ART,7.1,2840.0,C,2026-05-31,AGING_WATCH,1960.0,2026-07-29,YES,N
Основной склад,Х/Б молочный в черный горох 4П-005,,1,1,0,2024-12-16,2024-12-16,2024-12-16,,590,365PLUS_STALE,Оприходование запасов 23 от 16.12.2024,WH_NAME,9.0,8100.0,B,2026-05-31,DEAD_STOCK,8100.0,2026-07-29,YES,N
Основной склад,"Х/Б молочный, плотный в рубчик 4-006",4-006,2,1,1,2026-03-18,2026-03-18,2026-03-18,2026-03-18,133,91_180_WARM,Перемещение запасов 94 от 18.03.2026,NO_INV,0,0,,,OK_ACTIVE,,2026-07-29,YES,N
Основной склад,"Х/Б овощи, голубой фон, 4А-094",,4,1,3,2025-03-10,2025-05-16,2025-03-10,2025-05-16,439,365PLUS_STALE,Перемещение запасов 118 от 16.05.2025,NO_INV,0,0,,,CLEARED_OLD,,2026-07-29,YES,N
Основной склад,Х/Б оранжевый хб в горох  4П-003,,1,1,0,2024-12-16,2024-12-16,2024-12-16,,590,365PLUS_STALE,Оприходование запасов 23 от 16.12.2024,WH_NAME,7.0,6300.0,C,2026-05-31,DEAD_STOCK,6300.0,2026-07-29,YES,N
Основной склад,"Х/Б папайя, бирюзовый фон, 4А-096",,5,1,4,2025-03-10,2025-05-16,2025-03-10,2025-05-16,439,365PLUS_STALE,Перемещение запасов 118 от 16.05.2025,NO_INV,0,0,,,CLEARED_OLD,,2026-07-29,YES,N
Основной склад,"Х/Б папайя, светло-голубой фон, 4А-097",,11,4,7,2025-03-10,2026-05-28,2026-05-28,2026-01-16,62,0_90_HOT,Перемещение запасов 230 от 28.05.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,27485.64,2026-07-29,YES,N
Основной склад,"Х/Б папайя, черный фон, 4А-095",,9,4,5,2025-03-10,2026-05-19,2026-05-19,2025-12-09,71,0_90_HOT,Перемещение запасов 206 от 19.05.2026,WH_NAME,34.7,42478.87,A,2026-05-31,OK_ACTIVE,46668.52,2026-07-29,YES,N
Основной склад,"Х/Б перцы белый фон, 4А-091",,11,4,7,2025-03-10,2026-05-28,2026-05-28,2025-12-09,62,0_90_HOT,Перемещение запасов 230 от 28.05.2026,WH_NAME,24.0,29197.89,A,2026-05-31,OK_ACTIVE,38897.55,2026-07-29,YES,N
Основной склад,"Х/Б перцы черный фон, 4А-092",,9,3,6,2025-03-10,2026-05-19,2026-05-19,2025-12-09,71,0_90_HOT,Перемещение запасов 206 от 19.05.2026,WH_NAME,5.6,6776.0,B,2026-05-31,OK_ACTIVE,2501.79,2026-07-29,YES,N
Основной склад,Х/Б полоска на белом 4П-018,,1,1,0,2024-12-16,2024-12-16,2024-12-16,,590,365PLUS_STALE,Оприходование запасов 23 от 16.12.2024,WH_NAME,4.4,2640.0,C,2026-05-31,DEAD_STOCK,2640.0,2026-07-29,YES,N
Основной склад,Х/Б полоска на голубом 4П-019,,6,3,3,2024-12-16,2026-06-30,2026-06-30,2026-04-28,29,0_90_HOT,Перемещение запасов 294 от 30.06.2026,WH_NAME,17.8,10680.0,B,2026-05-31,OK_ACTIVE,6540.0,2026-07-29,YES,N
Основной склад,Х/Б полоски цветные 4П-028,,1,1,0,2024-12-16,2024-12-16,2024-12-16,,590,365PLUS_STALE,Оприходование запасов 23 от 16.12.2024,WH_NAME,14.0,12600.0,B,2026-05-31,DEAD_STOCK,12600.0,2026-07-29,YES,N
Основной склад,Х/Б поплин бежевый однотонный 4-062,4-062,10,2,8,2026-03-12,2026-05-22,2026-05-22,2026-05-22,68,0_90_HOT,Приходная накладная 78 от 22.05.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,4427.5,2026-07-29,YES,N
Основной склад,Х/Б Поплин зеленый 4-063,4-063,1,1,0,2026-06-23,2026-06-23,2026-06-23,,36,0_90_HOT,Приходная накладная 99 от 23.06.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,934.0,2026-07-29,YES,N
Основной склад,Х/Б попугаи на голубом 4П-023,,1,1,0,2024-12-16,2024-12-16,2024-12-16,,590,365PLUS_STALE,Оприходование запасов 23 от 16.12.2024,WH_NAME,8.7,6090.0,C,2026-05-31,DEAD_STOCK,6090.0,2026-07-29,YES,N
Основной склад,"Х/Б розовый, принт вишня 4А-120",,3,1,2,2026-03-17,2026-04-08,2026-03-17,2026-04-08,112,91_180_WARM,Перемещение запасов 138 от 08.04.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,12967.5,2026-07-29,YES,N
Основной склад,"Х/Б рубашка-горох, белый, 4А-099",,6,2,4,2025-03-10,2025-12-09,2025-12-09,2025-12-09,232,181_365_COOL,Перемещение запасов 431 от 09.12.2025,NO_INV,0,0,,,REVIEW,,2026-07-29,YES,N
Основной склад,"Х/Б рубашка-горох, розовый, 4А-098",,6,2,4,2025-03-10,2025-12-09,2025-12-09,2025-12-09,232,181_365_COOL,Перемещение запасов 431 от 09.12.2025,NO_INV,0,0,,,REVIEW,,2026-07-29,YES,N
Основной склад,"Х/Б рубашка-дерево, 4А-110",,2,1,1,2025-04-09,2025-04-09,2025-04-09,2025-04-09,476,365PLUS_STALE,Перемещение запасов 74 от 09.04.2025,NO_INV,0,0,,,CLEARED_OLD,,2026-07-29,YES,N
Основной склад,"Х/Б рубашка-перец белый, 4А-100",,6,2,4,2025-03-10,2025-12-09,2025-12-09,2025-12-09,232,181_365_COOL,Перемещение запасов 431 от 09.12.2025,NO_INV,0,0,,,REVIEW,,2026-07-29,YES,N
Основной склад,"Х/Б рубашка-цветок, 4А-111",,2,1,1,2025-04-09,2025-04-09,2025-04-09,2025-04-09,476,365PLUS_STALE,Перемещение запасов 74 от 09.04.2025,NO_INV,0,0,,,CLEARED_OLD,,2026-07-29,YES,N
Основной склад,Х/Б саржа полосы белые  4А-007,,1,1,0,2025-01-10,2025-01-10,2025-01-10,,565,365PLUS_STALE,Оприходование запасов 3 от 10.01.2025,WH_NAME,5.3,7950.0,B,2026-05-31,DEAD_STOCK,7950.0,2026-07-29,YES,N
Основной склад,"Х/Б саржа, белый с принтом ""Y и девочки"" 4А-022",,2,1,1,2025-01-10,2025-02-25,2025-01-10,2025-02-25,519,365PLUS_STALE,Перемещение запасов 10 от 25.02.2025,WH_NAME,14.5,21750.0,A,2026-05-31,DEAD_STOCK,21750.0,2026-07-29,YES,N
Основной склад,"Х/Б саржа, молочный с принтом ""девочки"" 4А-006",,1,1,0,2025-01-10,2025-01-10,2025-01-10,,565,365PLUS_STALE,Оприходование запасов 3 от 10.01.2025,WH_NAME,6.6,9900.0,B,2026-05-31,DEAD_STOCK,9900.0,2026-07-29,YES,N
Основной склад,"Х/Б саржа, черный с принтом ""Y и девочки"" 4А-021",,2,1,1,2025-01-10,2025-02-25,2025-01-10,2025-02-25,519,365PLUS_STALE,Перемещение запасов 10 от 25.02.2025,WH_NAME,7.5,11250.0,B,2026-05-31,DEAD_STOCK,11250.0,2026-07-29,YES,N
Основной склад,Х/Б сатин бежевый однотонный 4-061,4-061,7,1,6,2026-03-12,2026-04-28,2026-03-12,2026-04-28,92,91_180_WARM,Перемещение запасов 167 от 28.04.2026,NO_INV,0,0,,,OK_ACTIVE,,2026-07-29,YES,N
Основной склад,"Х/Б сатин белый, однотонный 4А-126",,2,1,1,2026-03-17,2026-03-17,2026-03-17,2026-03-17,134,91_180_WARM,Перемещение запасов 86 от 17.03.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,4651.2,2026-07-29,YES,N
Основной склад,"Х/Б сатин белый, принт красная вишня 4А-125",,4,1,3,2026-03-17,2026-03-31,2026-03-17,2026-03-31,120,91_180_WARM,Закрытие месяца 13 от 31.03.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,9639.17,2026-07-29,YES,N
Основной склад,"Х/Б сатин голубой, однотонный 4А-124",,1,1,0,2026-03-17,2026-03-17,2026-03-17,,134,91_180_WARM,Приходная накладная 32 от 17.03.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,17290.0,2026-07-29,YES,N
Основной склад,"Х/Б сатин голубой, принт вишня 4А-123",,1,1,0,2026-03-17,2026-03-17,2026-03-17,,134,91_180_WARM,Приходная накладная 32 от 17.03.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,12103.0,2026-07-29,YES,N
Основной склад,"Х/Б сатин черный, принт красная вишня 4А-121",,2,1,1,2026-03-17,2026-03-17,2026-03-17,2026-03-17,134,91_180_WARM,Перемещение запасов 86 от 17.03.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,8904.35,2026-07-29,YES,N
Основной склад,"Х/Б серый с мелкими точками, 4-044",4-044,1,1,0,2024-12-16,2024-12-16,2024-12-16,,590,365PLUS_STALE,Оприходование запасов 23 от 16.12.2024,WH_ART,31.8,19080.0,A,2026-05-31,DEAD_STOCK,19080.0,2026-07-29,YES,N
Основной склад,Х/Б серый хб в горох 4П-004,,1,1,0,2024-12-16,2024-12-16,2024-12-16,,590,365PLUS_STALE,Оприходование запасов 23 от 16.12.2024,WH_NAME,9.0,8100.0,B,2026-05-31,DEAD_STOCK,8100.0,2026-07-29,YES,N
Основной склад,"Х/Б серый, 4-045",4-045,1,1,0,2024-12-16,2024-12-16,2024-12-16,,590,365PLUS_STALE,Оприходование запасов 23 от 16.12.2024,WH_ART,29.5,17700.0,A,2026-05-31,DEAD_STOCK,17700.0,2026-07-29,YES,N
Основной склад,Х/Б синии листья на белом 4П-012,,1,1,0,2024-12-16,2024-12-16,2024-12-16,,590,365PLUS_STALE,Оприходование запасов 23 от 16.12.2024,WH_NAME,7.75,4650.0,C,2026-05-31,DEAD_STOCK,4650.0,2026-07-29,YES,N
Основной склад,"Х/Б синий батист девочки, 4А-105",,1,1,0,2025-01-10,2025-01-10,2025-01-10,,565,365PLUS_STALE,Оприходование запасов 3 от 10.01.2025,WH_NAME,31.0,46500.0,A,2026-05-31,DEAD_STOCK,46500.0,2026-07-29,YES,N
Основной склад,"Х/Б синий плотный, 4-033",4-033,3,1,2,2024-12-16,2026-05-13,2024-12-16,2026-05-13,77,0_90_HOT,Перемещение запасов 198 от 13.05.2026,WH_ART,8.4,3360.0,C,2026-05-31,OK_ACTIVE,1740.0,2026-07-29,YES,N
Основной склад,Х/Б синяя полоска на бежевом 4П-020,,1,1,0,2024-12-16,2024-12-16,2024-12-16,,590,365PLUS_STALE,Оприходование запасов 23 от 16.12.2024,WH_NAME,25.2,15120.0,B,2026-05-31,DEAD_STOCK,15120.0,2026-07-29,YES,N
Основной склад,"Х/Б сиреневый атласный, 4-030",4-030,2,1,1,2024-12-16,2026-04-24,2024-12-16,2026-04-24,96,91_180_WARM,Перемещение запасов 164 от 24.04.2026,WH_ART,13.8,9660.0,B,2026-05-31,OK_ACTIVE,9310.0,2026-07-29,YES,N
Основной склад,Х/Б собачки 4П-013,,2,1,1,2024-12-16,2026-02-09,2024-12-16,2026-02-09,170,91_180_WARM,Перемещение запасов 34 от 09.02.2026,WH_NAME,15.3,6120.0,C,2026-05-31,OK_ACTIVE,,2026-07-29,YES,N
Основной склад,"Х/Б стин черный, однотонный 4А- 122",,2,1,1,2026-03-17,2026-03-17,2026-03-17,2026-03-17,134,91_180_WARM,Перемещение запасов 86 от 17.03.2026,NO_INV,0,0,,,MOVE_WITHOUT_SNAPSHOT,11238.5,2026-07-29,YES,N
Основной склад,Х/Б туфельки 4П-016,,1,1,0,2024-12-16,2024-12-16,2024-12-16,,590,365PLUS_STALE,Оприходование запасов 23 от 16.12.2024,WH_NAME,11.6,4640.0,C,2026-05-31,DEAD_STOCK,4640.0,2026-07-29,YES,N
Основной склад,"Х/Б фуксия, 4-041",4-041,2,1,1,2024-12-16,2025-06-09,2024-12-16,2025-06-09,415,365PLUS_STALE,Перемещение запасов 158 от 09.06.2025,WH_ART,9.0,3600.0,C,2026-05-31,DEAD_STOCK,3480.0,2026-07-29,YES,N
Основной склад,Х/Б хаки с цветами 4П-008,,1,1,0,2024-12-16,2024-12-16,2024-12-16,,590,365PLUS_STALE,Оприходование запасов 23 от 16.12.2024,WH_NAME,5.75,3450.0,C,2026-05-31,DEAD_STOCK,3450.0,2026-07-29,YES,N
Основной склад,"Х/Б хаки, 4-031",4-031,1,1,0,2024-12-16,2024-12-16,2024-12-16,,590,365PLUS_STALE,Оприходование запасов 23 от 16.12.2024,WH_ART,6.1,2440.0,C,2026-05-31,DEAD_STOCK,2440.0,2026-07-29,YES,N
Основной склад,Х/Б хкрасный штапель с цветами 4П-007,,1,1,0,2024-12-16,2024-12-16,2024-12-16,,590,365PLUS_STALE,Оприходование запасов 23 от 16.12.2024,WH_NAME,6.0,3600.0,C,2026-05-31,DEAD_STOCK,3600.0,2026-07-29,YES,N
