formula_error_id,source_file_id,version_id,file_name,sheet,cell,error_type,formula,shared_formula_si,shared_anchor,shared_anchor_formula,shared_ref,classification,referenced_error_cells,proposed_patch,patch_confidence,application_status,owner_role,required_evidence,analysis_impact
FERR-0182,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2507,#DIV/0!,SUM(H2507:I2507),,,,,Propagated from upstream error,I2507,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0183,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2517,#DIV/0!,SUM(H2517:I2517),,,,,Propagated from upstream error,I2517,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0184,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2527,#DIV/0!,SUM(H2527:I2527),,,,,Propagated from upstream error,I2527,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0185,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2537,#DIV/0!,SUM(H2537:I2537),,,,,Propagated from upstream error,I2537,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0186,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2547,#DIV/0!,SUM(H2547:I2547),,,,,Propagated from upstream error,I2547,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0187,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2557,#DIV/0!,SUM(H2557:I2557),,,,,Propagated from upstream error,I2557,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0188,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2567,#DIV/0!,SUM(H2567:I2567),,,,,Propagated from upstream error,I2567,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0189,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J2577,#DIV/0!,SUM(H2577:I2577),,,,,Propagated from upstream error,I2577,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0190,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J275,#DIV/0!,,17,J235,SUM(H235:I235),J235:J291,Shared-formula error; inspect anchor,,"=IFERROR(SUM(H235:I235),"""")",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0191,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J291,#DIV/0!,,17,J235,SUM(H235:I235),J235:J291,Shared-formula error; inspect anchor,,"=IFERROR(SUM(H235:I235),"""")",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0192,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,J659,#DIV/0!,,41,J619,SUM(H619:I619),J619:J675,Shared-formula error; inspect anchor,,"=IFERROR(SUM(H619:I619),"""")",Средняя — apply only to DRAFT copy after business review,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0193,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,K1927,#DIV/0!,J1927*G1927,,,,,Propagated from upstream error,J1927,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0194,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,K1937,#DIV/0!,J1937*G1937,,,,,Propagated from upstream error,J1937,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
FERR-0195,FILE-081,VER-052-001,Себестоимость Жукова.xlsx,2026,K1947,#DIV/0!,J1947*G1947,,,,,Propagated from upstream error,J1947,Fix upstream root formula first; dependent cell should recalculate without independent patch,Высокая,Prepared — not applied to original,Производство/финансы,"Before/after formula, control total, owner approval, checksum, regression test",Technical error can distort totals or block reproducible link; evidence status must be retested
