field_id,source_file_id,version_id,file_name,domain,sheet,sheet_state,header_row,header_confidence,source_column,source_field,normalized_field,tags,entity,data_type,nonempty,estimated_rows,completeness_pct,sample_unique,uniqueness_pct,key_candidate,formula_count,error_count,min_date,max_date,min_number,max_number,sensitivity,current_target_system,target_system,target_register,target_primary_key,proposed_target_field,mapping_rule,join_role,mapping_status,quality_risk,missing_for_production_use,owner_role,approval_status
FLD-0735,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,отчет Олейник,visible,1,Средняя,2,Кол-во часов,кол_во_часов,hours,Производственная операция,number,18,20,90,8,44.4,Нет,5,0,,,0.5,26,Обычные внутренние,MES / ERP,MES,operation_ledger,operation_id,operation_id,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,key not unique,owner approval + uniqueness test,Производство,Draft
FLD-0736,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,отчет Олейник,visible,1,Средняя,3,Описание работы,описание_работы,product_name,SKU,text,17,20,85,17,100,Да,0,0,,,,,Обычные внутренние,MDM / PLM / ERP,MDM/ERP,canonical_sku_master,canonical_sku,canonical_sku,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,,owner approval + uniqueness test,Продукт/коммерция,Draft
FLD-0737,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,карты,visible,3,Высокая,1,"Заработная плата, выданная на карты, за апрель 2025 / № п/п",заработная_плата_выданная_на_карты_за_апрель_2025_o_п_п,unclassified,Не классифицировано,number,42,54,77.8,42,100,Да,0,0,,,1,42,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,заработная_плата_выданная_на_карты_за_апрель_2025_o_п_п,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0738,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,карты,visible,3,Высокая,2,ФИО,фио,employee_name,Сотрудник,text,43,54,79.6,43,100,Да,0,0,,,,,Персональные/финансовые,HRIS / ЗУП,HRIS/ЗУП,employee_master,employee_id,employee_id,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,,owner approval + uniqueness test,HR,Draft
FLD-0739,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,карты,visible,3,Высокая,5,Аванс на карты,аванс_на_карты,unclassified,Не классифицировано,number,43,54,79.6,12,27.9,Нет,3,0,,,0,761772,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,аванс_на_карты,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0740,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,карты,visible,3,Высокая,6,Зарплата на карты,зарплата_на_карты,salary,ФОТ,number,43,54,79.6,12,27.9,Нет,3,0,,,16767.73,1159425.73,Персональные/финансовые,ЗУП / ERP,ЗУП / ERP,data_quarantine,,зарплата_на_карты,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,key not unique,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0741,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,карты,visible,3,Высокая,7,Больничный за счет работодателя,больничный_за_счет_работодателя,unclassified,Не классифицировано,number,1,54,1.9,1,100,Нет,0,0,,,0,0,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,больничный_за_счет_работодателя,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0742,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,карты,visible,3,Высокая,8,Больничный за счет ФСС,больничный_за_счет_фсс,unclassified,Не классифицировано,number,1,54,1.9,1,100,Нет,0,0,,,0,0,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,больничный_за_счет_фсс,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0743,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,карты,visible,3,Высокая,9,Вычет на детей,вычет_на_детей,unclassified,Не классифицировано,number,12,54,22.2,5,41.7,Нет,10,0,,,364,6292,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,вычет_на_детей,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0744,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,карты,visible,3,Высокая,10,ИТОГО,итого,amount,Финансовая операция,number,43,54,79.6,20,46.5,Нет,6,0,,,16767.73,1914905.73,Обычные внутренние,ERP / финансовый регистр,ERP / финансовый регистр,data_quarantine,,итого,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,key not unique,owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0745,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,Отчет Салахова,visible,34,Низкая,1,2024-10-01 00:00:00 / 2024-11-19 00:00:00,2024_10_01_00_00_00_2024_11_19_00_00_00,unclassified,Не классифицировано,date,37,60,61.7,28,75.7,Нет,0,0,2024-11-01,2025-04-01,,,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,2024_10_01_00_00_00_2024_11_19_00_00_00,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0746,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,Отчет Салахова,visible,34,Низкая,2,для бонуса / ИП Михайлова,для_бонуса_ип_михайлова,legal_entity,Юридическое лицо,text,41,60,68.3,14,34.1,Нет,0,0,,,,,Обычные внутренние,MDM,ERP/MDM,legal_entity_master,legal_entity_id,legal_entity_id,Rename/standardize; no value transformation until owner approval,Candidate key,Mapped candidate — owner confirmation required | Restricted,key not unique,owner approval + uniqueness test,Финансы/юристы,Draft
FLD-0747,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,Отчет Салахова,visible,34,Низкая,3,2439748 / 352363,2439748_352363,unclassified,Не классифицировано,number,38,60,63.3,33,86.8,Нет,6,0,,,-400084,5351649.4,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,2439748_352363,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
FLD-0748,FILE-030,VER-019-004,ЗП за апрель 2025.xlsx,Персонал и оплата труда,Отчет Салахова,visible,34,Низкая,5,136134,136134,unclassified,Не классифицировано,date,23,60,38.3,16,69.6,Нет,0,0,2024-12-11,2025-04-14,111565,111565,Обычные внутренние,Уточнить,Уточнить,data_quarantine,,136134,Rename/standardize; no value transformation until owner approval,Candidate key,Quarantine — unclassified | Restricted,low completeness | unclassified | key not unique,business definition/entity | owner approval + uniqueness test | canonical key mapping,,Draft
