decision_id,object_type,object_id,issue,evidence,recommended_decision,owner,priority,analysis_unlocked,source_ref,decision,comment,status,due_date,source_stage,priority_score,wave
DEC-00673,Operation,OP-DRAFT-00291,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,Кислова 47-27 сд 8.06,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование O27,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00674,Operation,OP-DRAFT-00292,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-27 Кислова,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование V27,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00675,Operation,OP-DRAFT-00293,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,47-27 Кислова,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование W27,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00676,Operation,OP-DRAFT-00294,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-26,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование X27,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00677,Operation,OP-DRAFT-00295,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-06,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование Y27,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00678,Operation,OP-DRAFT-00296,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-06,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование Z27,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00679,Operation,OP-DRAFT-00297,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-06,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AA27,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00680,Operation,OP-DRAFT-00298,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-08 веточки,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AC27,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00681,Operation,OP-DRAFT-00299,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-08 веточки,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AD27,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
DEC-00682,Operation,OP-DRAFT-00301,production_order_id; operation_type_id; planned_hours; actual_hours; output_qty; defect_qty; completion_status,48-26,"Назначить production_order_id, operation_type, дату и факт часов",Производство,Высокий,Загрузка; производительность; фактическая cost,Планирование AF27,,,Не рассмотрено,,17,3,Wave 2 (31–60 дней)
