material_movement_id,material_id,name,article_hint,qty,amount_rub,unit_cost_rub,snapshot_date,warehouse,movement_type,source_file_id,source_row_id
MAT-a7fe817b015d9a5a,MAT-a7fe817b015d9a5a,"Трикотаж, белый, лапша тонкая 23-061",23-061,64.5,41925.0,650.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r461
MAT-1492024b19efdb25,MAT-1492024b19efdb25,"Трикотаж, бифлекс серый 23-074",23-074,6.0,6000.0,1000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r462
MAT-e4583bd8f908cefd,MAT-e4583bd8f908cefd,"Трикотаж, голубой 23-023",23-023,14.8,7400.0,500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r463
MAT-9ce4a8c1c477c216,MAT-9ce4a8c1c477c216,"Трикотаж, голубой футболочный 23-026",23-026,6.0,3000.0,500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r464
MAT-8f19a6a139ee7f46,MAT-8f19a6a139ee7f46,"Трикотаж, джерси графит 23-071",23-071,6.2,3100.0,500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r465
MAT-f377442b8e2880b9,MAT-f377442b8e2880b9,"Трикотаж, оранжевый футболочный 23-028",23-028,4.0,2000.0,500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r466
MAT-e968d92b8c491c38,MAT-e968d92b8c491c38,"Трикотаж, рибана, бежевый 23-068",23-068,3.6,1800.0,500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r467
MAT-981276de832f72e0,MAT-981276de832f72e0,"Трикотаж, рибана, бежевый 23-076",23-076,5.0,2500.0,500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r468
MAT-e96eb731056cff6a,MAT-e96eb731056cff6a,"Трикотаж, рибана, белый 23-063",23-063,1.0,500.0,500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r469
MAT-ce65b9526294d6c8,MAT-ce65b9526294d6c8,"Трикотаж, рибана, голубой 23-069",23-069,5.3,2650.0,500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r470
MAT-d678751fee372096,MAT-d678751fee372096,"Трикотаж, рибана, розовый 23-070",23-070,9.8,4900.0,500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r471
MAT-2bea7763ee6d495b,MAT-2bea7763ee6d495b,"Трикотаж, рибана, серая 23-065",23-065,5.0,2500.0,500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r472
MAT-d28c4e187417c647,MAT-d28c4e187417c647,"Трикотаж, рибана, серый 23-067",23-067,7.3,3650.0,500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r473
MAT-72a06140f8f78224,MAT-72a06140f8f78224,"Трикотаж, рибана, фуксия 23-075",23-075,7.5,3750.0,500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r474
MAT-3f808a68fdca21cc,MAT-3f808a68fdca21cc,"Трикотаж, рибана, черный 23-064",23-064,10.2,5100.0,500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r475
MAT-ced1fd9f4ca4108b,MAT-ced1fd9f4ca4108b,"Трикотаж, серый 23-072",23-072,5.0,2500.0,500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r476
MAT-6d806dec2211e41a,MAT-6d806dec2211e41a,"Трикотаж, темно-серый 23-073",23-073,3.0,1500.0,500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r477
MAT-44958e5509accfcc,MAT-44958e5509accfcc,"Трикотаж, темно-синий 23-029",23-029,5.0,4000.0,800.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r478
MAT-d6d243c1c2db1ea7,MAT-d6d243c1c2db1ea7,"Трикотаж, фуксия футболочный 23-027",23-027,23.0,11500.0,500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r479
MAT-dea5e138f6eb024a,MAT-dea5e138f6eb024a,"Трикотаж, футер бежевый 23-077",23-077,16.5,9900.0,600.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r480
MAT-ec6f79b75a14bb42,MAT-ec6f79b75a14bb42,"Трикотаж, черный 23-022",23-022,14.2,9230.0,650.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r481
MAT-628bf7418d348c11,MAT-628bf7418d348c11,"Трикотаж, черный, лапша тонкая 23-062",23-062,75.0,48750.0,650.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r482
MAT-fe47960482155464,MAT-fe47960482155464,Х/Б астры 4П-027,,42.0,37800.0,900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r483
MAT-7a60fcc0af1677d5,MAT-7a60fcc0af1677d5,Х/Б бабочки на голубом 4П-002,,3.5,3150.0,900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r484
MAT-f95735259870afcf,MAT-f95735259870afcf,Х/Б бабочки на голубом 4П-024,,12.6,8820.0,700.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r485
MAT-129910a8b52424a2,MAT-129910a8b52424a2,Х/Б батист  купоны арабеска 4А-013,,4.5,6750.0,1500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r486
MAT-29894f260a8d327c,MAT-29894f260a8d327c,"Х/Б батист ""гжель"" капли 4А-023",,46.3,46300.0,1000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r487
MAT-4a365d5a98bc0341,MAT-4a365d5a98bc0341,Х/Б батист балет на белом 4А-032,,18.2,21428.04,1177.36,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r488
MAT-7d90dd0c1ef8393a,MAT-7d90dd0c1ef8393a,Х/Б батист балет на черном 4А-031,,4.8,4800.0,1000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r489
MAT-fd3f65ed7b7f316b,MAT-fd3f65ed7b7f316b,Х/Б батист гжель цветы купоны 4А-053,,34.5,34500.0,1000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r490
MAT-2be937f009679476,MAT-2be937f009679476,Х/Б батист грибочки на белом 4А-034,,14.9,14900.0,1000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r491
MAT-296a312efe581cc5,MAT-296a312efe581cc5,Х/Б батист грибочки на черном 4А-033,,22.2,22200.0,1000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r492
MAT-42c14483105f6269,MAT-42c14483105f6269,Х/Б батист девочки Y на белом 4А-037,,11.6,11600.0,1000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r493
MAT-14e386f09040927d,MAT-14e386f09040927d,Х/Б батист девочки Y на синем 4А-036,,4.0,4000.0,1000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r494
MAT-dd451b1fb63aa5fd,MAT-dd451b1fb63aa5fd,Х/Б батист девочки Y на черном 4А-035,,32.0,32000.0,1000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r495
MAT-224308213dd9287f,MAT-224308213dd9287f,Х/Б батист зеленые капли 4А-029,,67.0,67000.0,1000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r496
MAT-b4dfa6869ed370c5,MAT-b4dfa6869ed370c5,Х/Б батист кайма Ynina синяя 4А-045,,6.4,6400.0,1000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r497
MAT-2b8fab7ada05a242,MAT-2b8fab7ada05a242,Х/Б батист крупные разводы 4А-003,,28.0,28000.0,1000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r498
MAT-9fb39b93b90eb5a8,MAT-9fb39b93b90eb5a8,Х/Б батист мелкие разводы с черным проблеском 4А-002,,13.0,13000.0,1000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r499
MAT-7389d1ee9a4960c4,MAT-7389d1ee9a4960c4,Х/Б батист микс крупный белый 4А-039,,5.1,5100.0,1000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r500
MAT-33d47435abed8e34,MAT-33d47435abed8e34,Х/Б батист микс крупный синий 4А-041,,1.8,1800.0,1000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r501
MAT-e76b97b5bf4e0be2,MAT-e76b97b5bf4e0be2,Х/Б батист микс крупный черный 4А-040,,5.0,5000.0,1000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r502
MAT-bde824596d3df033,MAT-bde824596d3df033,Х/Б батист оранжевый двойная YY 4А-085,,13.55,13550.0,1000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r503
MAT-a604ea8ba2df9cb3,MAT-a604ea8ba2df9cb3,"Х/Б батист полоска бел/синяя/белая 1,2/2/1,2 4А-048",,4.65,4650.0,1000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r504
MAT-afd2730350eee4af,MAT-afd2730350eee4af,Х/Б батист полоски к зеленым каплям 4А-030,,47.0,47000.0,1000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r505
MAT-dfb7a381522c6855,MAT-dfb7a381522c6855,Х/Б батист полоски к синим каплям  4А-024,,1.5,1500.0,1000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r506
MAT-0f8a612255ba6eaf,MAT-0f8a612255ba6eaf,Х/Б батист полоски к синим каплям  4А-028,,3.2,4800.0,1500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r507
MAT-809ad626b2d3186b,MAT-809ad626b2d3186b,Х/Б батист синие капли  4А-027,,18.0,18000.0,1000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r508
MAT-d2e0fd8a2ece1967,MAT-d2e0fd8a2ece1967,Х/Б батист солнечная 4А-004,,6.6,6600.0,1000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r509
MAT-268c29291bd369f7,MAT-268c29291bd369f7,Х/Б батист цветные капли  4А-025,,26.0,26000.0,1000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r510
MAT-d61d091b56b026b0,MAT-d61d091b56b026b0,Х/Б батист черные спинки без принта 4А-014,,38.0,57000.0,1500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r511
MAT-2b4b5cfb48b759f1,MAT-2b4b5cfb48b759f1,Х/Б батист черный двойная YY 4А-086,,15.2,15200.0,1000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r512
MAT-a1e5e84251ba9541,MAT-a1e5e84251ba9541,Х/Б батист черный хаотичный Y 4А-043,,17.5,17500.0,1000.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r513
MAT-6809a3064009e541,MAT-6809a3064009e541,"Х/Б бежевый с вышитыми сотами, 4-001",4-001,15.6,10920.0,700.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r514
MAT-4960c714d1f9b64a,MAT-4960c714d1f9b64a,"Х/Б бежевый с мелкими цветами вышитый, 4-002",4-002,3.4,2380.0,700.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r515
MAT-428b574a68b8a7ad,MAT-428b574a68b8a7ad,"Х/Б белая атласная, 4-004",4-004,10.6,6360.0,600.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r516
MAT-7653329fdddc6abb,MAT-7653329fdddc6abb,"Х/Б белая со складками, 4-009",4-009,9.2,6440.0,700.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r517
MAT-5d916489f6513b95,MAT-5d916489f6513b95,"Х/Б белый в мелкий рисунок ромбики, 4-005",4-005,9.8,5880.0,600.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r518
MAT-1da77c3acf364284,MAT-1da77c3acf364284,"Х/Б белый в полоску 0,3, 4-012",4-012,3.5,1400.0,400.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r519
MAT-5dfe85128b2f3cd9,MAT-5dfe85128b2f3cd9,"Х/Б белый, вышивка с одной стороны 4-013",4-013,3.3,2310.0,700.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r520
MAT-7f04e34412971f8e,MAT-7f04e34412971f8e,"Х/Б белый, девочки, 4А-109",,21.4,32100.0,1500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r521
MAT-256bbd04080cbe4a,MAT-256bbd04080cbe4a,Х/Б большие цветы голубые 4П-009,,6.0,5400.0,900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r522
MAT-208310ebdbab07bd,MAT-208310ebdbab07bd,Х/Б большие цветы оранжевый 4П-010,,4.1,3690.0,900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r523
MAT-0e3062cff8c4a800,MAT-0e3062cff8c4a800,Х/Б большие цветы цветные 4П-011,,6.0,5400.0,900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r524
MAT-61952b80ea70e208,MAT-61952b80ea70e208,"Х/Б вышитый  мелкими ромбиками, 4-011",4-011,4.8,3360.0,700.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r525
MAT-245256b347addc77,MAT-245256b347addc77,"Х/Б вышитый с рисунком по одной стороне, 4-010",4-010,12.0,7200.0,600.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r526
MAT-fda4420044c6ce6b,MAT-fda4420044c6ce6b,"Х/Б горошек крупный, розовый фон, 4А-093",,5.1,6171.0,1210.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r527
MAT-0dacdc48d817d9d2,MAT-0dacdc48d817d9d2,"Х/Б горошек, белый фон, 4А-088",,4.0,4840.0,1210.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r528
MAT-eccee20d54739bac,MAT-eccee20d54739bac,"Х/Б горошек, голубой фон, 4А-090",,8.6,10406.0,1210.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r529
MAT-eb9400bc7c75dbdf,MAT-eb9400bc7c75dbdf,"Х/Б горошек, розовый фон, 4А-089",,5.3,6413.0,1210.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r530
MAT-1b1874b66e2a8ec9,MAT-1b1874b66e2a8ec9,"Х/Б горошек, черный фон, 4А-087",,6.6,7986.0,1210.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r531
MAT-09acb84e646ce55a,MAT-09acb84e646ce55a,Х/Б желтые цветы 4П-021,,5.2,4680.0,900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r532
MAT-79cd4da39a72d63c,MAT-79cd4da39a72d63c,"Х/Б желтый со складками, 4-008",4-008,10.0,7000.0,700.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r533
MAT-4f9220cc37706172,MAT-4f9220cc37706172,"Х/Б зеленый, 4-035",4-035,6.6,1980.0,300.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r534
MAT-1ae9fc8b51417d50,MAT-1ae9fc8b51417d50,"Х/Б зеленый, 4-040",4-040,13.2,5280.0,400.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r535
MAT-7013ac1d557c81bc,MAT-7013ac1d557c81bc,Х/Б изумруд штапель с цветами 4П-006,,25.9,15540.0,600.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r536
MAT-59c5ff0cb902a269,MAT-59c5ff0cb902a269,"Х/Б кайма Yanina,черная, 4А-106",,5.5,8250.0,1500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r537
MAT-5bd4f17dd05368ee,MAT-5bd4f17dd05368ee,"Х/Б кайма, сине-белая полоска, 4А-113",,8.0,11600.0,1450.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r538
MAT-a76e50897e0e51b1,MAT-a76e50897e0e51b1,"Х/Б кайма, черно-белая полоска, 4А-108",,5.5,8250.0,1500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r539
MAT-9bbd9bdfd4aacf62,MAT-9bbd9bdfd4aacf62,"Х/Б кайма,Yanina белая, 4А-107",,3.35,5025.0,1500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r540
MAT-9a7043635ba3b556,MAT-9a7043635ba3b556,"Х/Б кайма,бело-голубая, 4А-103",,26.0,1747.72,67.22,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r541
MAT-77ed56a19418dcd5,MAT-77ed56a19418dcd5,"Х/Б кайма,бело-зеленая, 4А-102",,22.5,1512.45,67.22,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r542
MAT-eb4034f865c30901,MAT-eb4034f865c30901,"Х/Б кайма,бело-розовая, 4А-104",,18.25,1226.76,67.22,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r543
MAT-2efd6ee9075f119e,MAT-2efd6ee9075f119e,"Х/Б кайма,зелено-черная, 4А-101",,32.5,2184.65,67.22,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r544
MAT-25bcf1cfa2ad4906,MAT-25bcf1cfa2ad4906,Х/Б кораблики 4П-014,,16.3,6520.0,400.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r545
MAT-3326f85cd0ce177f,MAT-3326f85cd0ce177f,"Х/Б красный плотный, 4-034",4-034,7.1,2840.0,400.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r546
MAT-638030d7dd42650d,MAT-638030d7dd42650d,Х/Б молочный в черный горох 4П-005,,9.0,8100.0,900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r547
MAT-b6248a9d3ddeef4f,MAT-b6248a9d3ddeef4f,Х/Б оранжевый хб в горох  4П-003,,7.0,6300.0,900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r548
MAT-b8a6e82fd1fea6b4,MAT-b8a6e82fd1fea6b4,"Х/Б папайя, черный фон, 4А-095",,34.7,42478.87,1224.17,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r549
MAT-04562b21af83ea06,MAT-04562b21af83ea06,"Х/Б перцы белый фон, 4А-091",,24.0,29197.89,1216.58,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r550
MAT-5c936baa3c13d782,MAT-5c936baa3c13d782,"Х/Б перцы черный фон, 4А-092",,5.6,6776.0,1210.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r551
MAT-52238e2b15cccd2a,MAT-52238e2b15cccd2a,Х/Б полоска на белом 4П-018,,4.4,2640.0,600.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r552
MAT-e0b94317c8106ebb,MAT-e0b94317c8106ebb,Х/Б полоска на голубом 4П-019,,17.8,10680.0,600.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r553
MAT-6e0881fd957296fb,MAT-6e0881fd957296fb,Х/Б полоски цветные 4П-028,,14.0,12600.0,900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r554
MAT-63ed1e26ff94e115,MAT-63ed1e26ff94e115,Х/Б попугаи на голубом 4П-023,,8.7,6090.0,700.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r555
MAT-d80de428af2113cc,MAT-d80de428af2113cc,Х/Б саржа полосы белые  4А-007,,5.3,7950.0,1500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r556
MAT-2016c6477650416d,MAT-2016c6477650416d,"Х/Б саржа, белый с принтом ""Y и девочки"" 4А-022",,14.5,21750.0,1500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r557
MAT-2cb15e0efe76eb3b,MAT-2cb15e0efe76eb3b,"Х/Б саржа, молочный с принтом ""девочки"" 4А-006",,6.6,9900.0,1500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r558
MAT-8d874acae0a99526,MAT-8d874acae0a99526,"Х/Б саржа, черный с принтом ""Y и девочки"" 4А-021",,7.5,11250.0,1500.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r559
MAT-5ad88cfe1a39a86f,MAT-5ad88cfe1a39a86f,"Х/Б серый с мелкими точками, 4-044",4-044,31.8,19080.0,600.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r560
MAT-2ded3f26baca5751,MAT-2ded3f26baca5751,Х/Б серый хб в горох 4П-004,,9.0,8100.0,900.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r561
MAT-84e71ea251d8c87e,MAT-84e71ea251d8c87e,"Х/Б серый, 4-045",4-045,29.5,17700.0,600.0,2026-05-31,Основной склад,STOCK_SNAPSHOT,FILE-053,r562
